ID,SyntacticCategory,GroupName,RulesName,Status,Comment,CommentFonts,InputStructures,OutputStructures,TriggerWord,NameFonts,SourceLanguage,References,SSDS,UserDefinedInsertions,IgnorePhrasalEmbedding,IgnoreClausalEmbedding,IncludePreviousVerse,ContinueExecution,GrammarTopics,ExecutePSRs
34,2,Coordinate Phrases,  Coordinate Instrument NPs,1,"  Two Instrument NPs. Daniel 4:15 Tie the tree with chains of iron and chains of bronze.-*-  Three Participant NPs.-*-  Four Participant NPs.  Daniel 1:6 Daniel, Hananiah, Mishael, and Azariah were ...-*-","35,88-*--*-37,83-*-","{~|c-(~|v-.~|V-)~|(~|n-(~|n-,I,,,,,,,,,,,,(~|n-(~|n-.~|C-)~|)~|)~|)~|}~|-*-{~|c-(~|n-)~|0----~|&comma~!~~|-4(~|n-)~|0----~|&comma~!~~|-4(~|n-.~|C-)~|(~|v-.~|V-)~|}~|-*-{~|c-(~|n-)~|0----~|&comma~!~~|-4(~|n-)~|0----~|&comma~!~~|-4(~|n-)~|0----~|&comma~!~~|-4(~|n-.~|C-)~|(~|v-.~|V-)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0.~|V-^~|~|0)~|^~|-1~|0(~|n-^~|-1~|0Move0!(~|n-F,I,,,,,,,,,,,,^~|-1~|0(~|n-^~|-1~|0Move0!(~|n-L,I,,,,,,,,,,,,^~|-1~|0.~|C-^~|~|0)~|^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-F,,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|00----~|comma~!~^~|Delete~|0(~|n-C,,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|00----~|comma~!~^~|Delete~|0(~|n-L,,,,,,,,,,,,,^~|-1~|0.~|C-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0.~|V-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-F,,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|00----~|comma~!~^~|Delete~|0(~|n-C,,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|00----~|comma~!~^~|Delete~|0(~|n-C,,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|00----~|comma~!~^~|Delete~|0(~|n-L,,,,,,,,,,,,,^~|-1~|0.~|C-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0.~|V-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,-1,"4,27,1,1^4,27,1,6^4,27,1,15^4,27,1,19^4,27,2,2^4,27,2,27^4,27,2,32^4,27,2,41^4,27,2,49^4,27,3,3^4,27,3,14^4,27,3,16^4,27,3,21^4,27,3,23^4,27,3,26^4,27,3,27^4,27,3,28^4,27,3,30^4,27,4,7^4,27,4,36^4,27,5,2^4,27,5,3^4,27,5,6^",,,0,0,0,0000000000000000000000000,,0000000000000000000000000
35,2,Case Frames A-B,  Case Frame for 'agree',1,  Daniel 1:9  The chief official agreed with Daniel.  Esther 5:14 Haman agreed with his wife and his friends.-*-  Ruth 4:4  These men will witness you agreeing to buy the land.-*-,"15,52,67,109-*-13,64-*-","{~|c-(~|v-Aagree~|V-)~|(~|n-,N,,,,,,,,,,,,Awith~|P-)~|&(~|n-&Awith~|P-&)~|}~|-*-{~|c-(~|n-,A,,,,,,,,,,,,)~|(~|v-Aagree~|V-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,*(~|n-,A,,,,,,,,,,,,*)~|]~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Aagree~|V-^~|~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Awith~|P-^~|Delete~|0)~|^~|-1~|0&(~|n-,P,,,,,,,,,,,,^~|-1~|0&Awith~|P-^~|Delete~|0&)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0Aagree~|V-^~|Delete~|0Bagree~|V-P,U,I,N,A,N,^4|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0Copy1~|n-,A,,,,,,,,,,,,^~|-1~|1CopyPhrase2~|c-^~|-1~|1*(~|n-,A,,,,,,,,,,,,^~|-1~|0*)~|^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-","Aagree,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
36,2,Case Frames A-B,  Case Frame for 'allow',0,  Daniel 1:2  God allowed Nebuchadnezzar to caputer ...  The verb in the object complement will always be analyzed as Present Tense because it is the stem.  So this rule copies the Time from the matrix verb.-*-,"15,55-*-","{~|c-(~|v-Aallow~|V-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,(~|v-.~|V-)~|]~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Aallow~|V-^~|~|0)~|^~|-1~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|v-^~|-1~|0.~|V-^2|Time,~|~|0)~|^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-","Aallow,",,2,,,,0,0,0,0000000000000000000000000,,
28,5,Thing-Thing Relationships,  Change 'of-A' to 'Owner',1,  -*-,-*-,"{~|c-(~|n-Aanimal,Aarrow,Aawl,Aaxe,Abag,Abandage,Abarley,Bbarley,Abarn,Abasket,Abed,Abedroom,Abeer,Abelt,Ableach,Aboard,Aboat,Abook,Abooth,Abowl,Abox,Abread,Abrick,Abucket,Abuilding,Abull,Abush,Acage,Acalf,Acamel,Achicken,Aclinic,Acloth,Aclothes,Aclub,Acoat,Acoffin,Acoin,Acomb,Acondom,Acontainer,Acouch,Acrop,Across,Acrown,Acup,Acurtain,Adock,Adog,Adollar,Adonkey,Adoor,Adoorframe,Adough,Adove,Adress,Aduck,Aegg,Afarm,Afence,Afield,Afig,Afish,Afloor,Aflour,Afood,Afruit,Agarden,Agate,Agem,Agift,Aglass,Aglove,Agoat,Agold,Agrape,Agrass,Agrave,Ahelmet,Ahen,Aherb,Ahorse,Ahouse,Aidol,Aincense,Ajar,Akey,Aknife,Alamb,Aland,Aletter,Blight,Alivestock,Aload,Aloaf,Amachine,Amanger,Amanna,Amat,Ameat,Amoney,Amyrrh,Bnail,Anecklace,Aneedle,Anet,Aoil,Boil,Aoven,Aox,Apaint,Apalace,Apaper,Apearl,Apen,Bpen,Apenny,Aperfume,Apig,Apillow,Apitcher,Apitchfork,Aplate,Apot,Apresent,Apurse,Arag,Aring,Arobe,Aroom,Arooster,Arope,Asafe,Asail,Asandal,Ascepter,Ashawl,Asheep,Asheet,Ashield,Aship,Ashirt,Ashoe,Asilver,Asling,Asoap,Aspear,Asponge,Astaff,Astatue,Astore,Asword,Atable,Atablet,Ateaspoon,Atent,Athing,Athrone,Atool,Atowel,Atreasury,Atrumpet,Awealth,Awine,Awire,Awood~|N-,,,,,,,,,,,,,,,,,,,,,(~|n-Aof~|P-~|N-,,,,,,,,,,,,,,,,,MF,,,)~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0Aanimal,Aarrow,Aawl,Aaxe,Abag,Abandage,Abarley,Bbarley,Abarn,Abasket,Abed,Abedroom,Abeer,Abelt,Ableach,Aboard,Aboat,Abook,Abooth,Abowl,Abox,Abread,Abrick,Abucket,Abuilding,Abull,Abush,Acage,Acalf,Acamel,Achicken,Aclinic,Acloth,Aclothes,Aclub,Acoat,Acoffin,Acoin,Acomb,Acondom,Acontainer,Acouch,Acrop,Across,Acrown,Acup,Acurtain,Adock,Adog,Adollar,Adonkey,Adoor,Adoorframe,Adough,Adove,Adress,Aduck,Aegg,Afarm,Afence,Afield,Afig,Afish,Afloor,Aflour,Afood,Afruit,Agarden,Agate,Agem,Agift,Aglass,Aglove,Agoat,Agold,Agrape,Agrass,Agrave,Ahelmet,Ahen,Aherb,Ahorse,Ahouse,Aidol,Aincense,Ajar,Akey,Aknife,Alamb,Aland,Aletter,Blight,Alivestock,Aload,Aloaf,Amachine,Amanger,Amanna,Amat,Ameat,Amoney,Amyrrh,Bnail,Anecklace,Aneedle,Anet,Aoil,Boil,Aoven,Aox,Apaint,Apalace,Apaper,Apearl,Apen,Bpen,Apenny,Aperfume,Apig,Apillow,Apitcher,Apitchfork,Aplate,Apot,Apresent,Apurse,Arag,Aring,Arobe,Aroom,Arooster,Arope,Asafe,Asail,Asandal,Ascepter,Ashawl,Asheep,Asheet,Ashield,Aship,Ashirt,Ashoe,Asilver,Asling,Asoap,Aspear,Asponge,Astaff,Astatue,Astore,Asword,Atable,Atablet,Ateaspoon,Atent,Athing,Athrone,Atool,Atowel,Atreasury,Atrumpet,Awealth,Awine,Awire,Awood~|N-,,,,,,,,,,,,,,,,,,,,,^~|~|0(~|n-^~|-1~|0A-Owner~|P-^~|Insert~|1Aof~|P-^~|Delete~|0~|N-,,,,,,,,,,,,,,,,,MF,,,^~|~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,00-*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
29,105,Illocutionary Force,  Imperatives,1,  Daniel 3:4  Listen to me.-*-  Daniel 6:16  May God save you.-*-,"15,27-*-16,32-*-",{~|c-(~|v-.~|V-)~|0----~|&imperative~!~~|-4}~|-*-{~|c-(~|v-.~|V-)~|0----~|&may_mood~!~~|-4}~|-*-,"{~|c-,I,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|v-^~|-1~|0.~|V-E,,,,,,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|00----~|imperative~!~^~|Delete~|0}~|^~|-1~|0-*-{~|c-,M,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|v-^~|-1~|0.~|V-E,,,,,,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|00----~|may_mood~!~^~|Delete~|0}~|^~|-1~|0-*-",,,-1,,,,0,0,0,1000000000000000000000000,,0000000000000000000000000
31,101,Semantic Roles,  All NPs before the VP are Agents,1,  Daniel 2:28-*-  -*-,-*--*-,"{~|c-(~|n-,N,,,,,,,,,,,,)~|(~|v-)~|}~|-*-{~|c-(~|n-,N,,,,,,,,,,,,(~|n-,N,,,,,,,,,,,,Aand~|C-)~|)~|(~|v-)~|}~|-*-","{~|c-^~|-1~|0(~|n-,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-F,A,,,,,,,,,,,,^~|-1~|0(~|n-L,A,,,,,,,,,,,,^~|-1~|0Aand~|C-^~|~|0)~|^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,-*--*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
37,1,Special Noun-Noun Relationships,  gold X,1,"  Daniel 3:5  The word gold may have been set to First Mention, Near Distance, etc., because of the noun it modifies.  -*-","24,27-*-",{~|c-(~|n-A-Made of~|P-Agold~|N-)~|}~|-*-,"{~|c-^~|-1~|0(~|n-^~|-1~|0A-Made of~|P-^~|~|0Agold~|N-S,G,A,n,,3,A,,,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Agold,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
38,2,Auxiliary Verbs,  'be born' and 'birth',1,"  Luke 2:3-*-  Ruth 1:12  and if I give birth to sons tonight, ...-*-  Gen. 35:17-*-","-*-14,53-*--*-",{~|c-(~|v-Abe~|V-)~|(~|v-Abirth~|V-)~|}~|-*-{~|c-(~|v-Agive~|V-)~|(~|v-Abirth~|V-)~|}~|-*-{~|c-(~|v-Abe~|V-)~|(~|v-Agive~|V-)~|(~|v-Abirth~|V-)~|}~|-*-,"{~|c-^~|-1~|0(~|v-^~|-1~|0Abe~|V-^~|Delete~|0Aborn~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|v-^~|Delete~|0Abirth~|V-^~|Delete~|0)~|^~|Delete~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|Delete~|0Agive~|V-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|-1~|0Abirth~|V-^2|Time,Aspect,Mood,Reflexivity,Polarity,~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-,,,,,,,,,,,B,,,,,,,,,,,,^~|-1~|0(~|v-^~|Delete~|0Abe~|V-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|Delete~|0Agive~|V-^~|Delete~|0)~|^~|Delete~|0(~|v-^~|-1~|0Abirth~|V-^2|Time,Aspect,Mood,Reflexivity,Polarity,~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Abe,Agive,",,2,,-*--*--*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
39,2,Case Frames A-B,  Case Frame for 'answer',1,  Daniel 9:23 God answered your prayer.-*-  Daniel 1:20  The men answered all the questions.-*-,"15,39-*-16,50-*-","{~|c-(~|v-Aanswer~|V-)~|(~|n-,P,,,,,,,,,,,,Aprayer~|N-)~|}~|-*-{~|c-(~|v-Aanswer~|V-)~|(~|n-,P,,,,,,,,,,,,Aquestion~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Aanswer~|V-^~|Delete~|0Banswer~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Aprayer~|N-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Aanswer~|V-^~|Delete~|0Canswer~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Aquestion~|N-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Aanswer,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
40,2,Case Frames A-B,  Case Frame for 'appear',1,  Theta Grids 1:9-*-  Gen. 12:7  Yahweh appeared to Abram.-*-,-*--*-,"{~|c-(~|v-Aappear~|V-)~|(~|n-Ajust-like~|P-)~|}~|-*-{~|c-(~|v-Aappear~|V-)~|(~|n-,d,,,,,,,,,,,,)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Aappear~|V-^~|Delete~|0Bappear~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Ajust-like~|P-^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Aappear~|V-^~|Delete~|0Cappear~|V-P,U,I,N,A,N,^2|Time,Aspect,Mood,Reflexivity,Polarity,~|Insert~|1)~|^~|-1~|0(~|n-,d,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,-*--*-,,0,0,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
42,5,Thing-Thing Relationships,  Change 'of-A' to 'Quantity',1,  Ruth 2:17  Ruth had 18 liters of grain.  Ruth 3:15  Boaz poured six jars of grain on Ruth's shawl.-*-,"14,41,55,100-*-","{~|c-(~|n-&(~|j-&)~|Aliter,Ajar~|N-(~|n-Aof~|P-.~|N-)~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0&Move5!(~|j-^~|-1~|0&)~|^~|-1~|0Move5!Aliter,Ajar~|N-^~|~|0(~|n-^~|-1~|0Aof~|P-^~|Delete~|0A-Quantity~|P-^~|Insert~|1Move1!.~|N-^~|~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Aof,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
44,5,Special Noun-Noun Relationships,  Possession,1,"  Daniel 3:12  These men do not honor the king's gods.  Notice that a special adposition 'of-possession' is used for the possessive clitic so that we'll know when to switch the two nouns around in this rule.  Sometimes a relationship is signalled by 'of' and we don't want to switch the two nouns around (e.g., Dan. 3:15 'the sound of instruments')  AdjPhrase included for Daniel 1:3 Nebuchadnezzar's chief official -> chief official of Nebuchadnezzar-*-  Ruth 1:2  the name of one son was ...  This structure differs from the previous one because this one moves the AdjP into the NP as well.  All numeric and specifying AdjPs should move with the noun.  Don't include quantifier adjectives as in Daniel 2:13  Some of the king's guards ...-*-  Esther 7:2 I will give you half of my kingdom.  'half' is special because it begins in a different position (e.g., half of my kingdom, my six books).  Therefore it doesn't move into the inner NP like the other cardinal numbers.-*-  Daniel 8:7 the horn of the male sheep ...  This structure moves specific adjectives into the NP along with the noun.  I'm removing kind from the list of Adjectives because it causes problems in Daniel 9:17  Be kind to your holy place.  But we need kind in Ruth 2:2  May I go to a kind person's field ...-*-","385,416,420,451-*-13,39,257,285-*-14,50,118,135,138,149-*-14,43,134,137,210,236,251,254,269,305-*-","{~|c-(~|n-.~|N-(~|n-Aof-possession~|P-&(~|j-&)~|.~|N-&[~|c-&]~|)~|)~|}~|-*-{~|c-(~|n-(~|j-.~|A-,,,,,,,Nns,,)~|.~|N-(~|n-Aof-possession~|P-&(~|j-&)~|.~|N-&[~|c-&]~|)~|)~|}~|-*-{~|c-(~|n-(~|j-Ahalf~|A-,,,,,,,Nns,,)~|.~|N-(~|n-Aof-possession~|P-&(~|j-&)~|.~|N-&[~|c-&]~|)~|)~|}~|-*-{~|c-(~|n-(~|j-Afemale,Amale,Aeach~|A-,,,,,,,,,)~|.~|N-(~|n-Aof-possession~|P-&(~|j-&)~|.~|N-&[~|c-&]~|)~|)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0Move3!.~|N-^~|-1~|0(~|n-^~|-1~|0Aof-possession~|P-^~|Delete~|0&Move1!(~|j-^~|-1~|0&)~|^~|-1~|0Aof~|P-^~|Insert~|1Move1!.~|N-,F,,,,,,,,,,,,,,,,,,,,^~|-1~|0&Move1![~|c-^~|-1~|0&]~|^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-^~|-1~|0Move6!(~|j-^~|-1~|0.~|A-,,,,,,,Nns,,^~|-1~|0)~|^~|-1~|0Move6!.~|N-^~|-1~|0(~|n-^~|-1~|0Aof-possession~|P-^~|Delete~|0&Move1!(~|j-^~|-1~|0&)~|^~|-1~|0Aof~|P-^~|Insert~|1Move1!.~|N-,F,,,,,,,,,,,,,,,,,,,,^~|-1~|0&Move1![~|c-^~|-1~|0&]~|^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-^~|-1~|0(~|j-^~|-1~|0Ahalf~|A-,,,,,,,Nns,,^~|~|0)~|^~|-1~|0Move6!.~|N-^~|-1~|0(~|n-^~|-1~|0Aof-possession~|P-^~|Delete~|0&Move1!(~|j-^~|-1~|0&)~|^~|-1~|0Aof~|P-^~|Insert~|1Move1!.~|N-,F,,,,,,,,,,,,,,,,,,,,^~|-1~|0&Move1![~|c-^~|-1~|0&]~|^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-^~|-1~|0Move6!(~|j-^~|-1~|0Afemale,Amale,Aeach~|A-,,,,,,,,,^~|~|0)~|^~|-1~|0Move6!.~|N-^~|-1~|0(~|n-^~|-1~|0Aof-possession~|P-^~|Delete~|0&Move1!(~|j-^~|-1~|0&)~|^~|-1~|0Aof~|P-^~|Insert~|1Move1!.~|N-,F,,,,,,,,,,,,,,,,,,,,^~|-1~|0&Move1![~|c-^~|-1~|0&]~|^~|-1~|0)~|^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,,,0,0,0,0000000000000000000000000,,1111000000000000000000000
47,2,Tense,  Present and Past Tenses,1,  Daniel 3:14  Do you not honor the statue ...?-*-  Daniel 2:14 Arioch was the captain of ...-*-,"-*-15,43-*-",{~|c-0----~|&preverbal_present_tense~!~~|-4(~|v-.~|V-)~|}~|-*-{~|c-(~|v-.~|V-)~|0----~|&past_tense~!~~|-4}~|-*-,"{~|c-^~|-1~|00----~|preverbal_present_tense~!~^~|Delete~|0(~|v-^~|-1~|0.~|V-P,,,,,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0.~|V-r,,,,,,,,,,,,,,,,,^~|~|0)~|^~|-1~|00----~|past_tense~!~^~|Delete~|0}~|^~|-1~|0-*-",,,-1,,,,0,0,0,0000000000000000000000000,,
48,3,Numbers/Quantifiers,"  Set Dual, Trial, and Quadrial appropriately",1,  Daniel 3:12  These three men-*-  Daniel 12:7  That man lifted both hands ...-*-,"-*-16,45-*-","{~|c-(~|n-(~|j-A3,A2,A4~|A-)~|.~|N-)~|}~|-*-{~|c-(~|n-(~|j-Aboth~|A-)~|.~|N-)~|}~|-*-","{~|c-^~|-1~|0(~|n-^~|-1~|0(~|j-^~|-1~|0A3,A2,A4~|A-^~|~|0)~|^~|-1~|0.~|N-A3,3;#T,,,,,,,,,,,,,,,,,,,,,$A2,3;#D,,,,,,,,,,,,,,,,,,,,,$A4,3;#Q,,,,,,,,,,,,,,,,,,,,,$^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-^~|-1~|0(~|j-^~|-1~|0Aboth~|A-^~|~|0)~|^~|-1~|0.~|N-D,,,,,,,,,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
49,3,Attributive Arguments,  'ready/able/willing to bow ...',1,  Daniel 3:15  Are you ready to bow ...  Copy the tense from the matrix verb to the verb in the attributive patient clause.  Dan. 3:17  God is able to save us from the fire.-*-,-*-,"{~|c-&(~|n-F,p,,,,,,,,,,,,&.~|N-&)~|&(~|n-FC,p,,,,,,,,,,,,&)~|(~|n-SL,p,,,,,,,,,,,,)~|(~|v-.~|V-)~|(~|j-Aready,Aable,Awilling~|A-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,(~|v-.~|V-)~|]~|}~|-*-","{~|c-^~|-1~|0&(~|n-F,p,,,,,,,,,,,,^~|-1~|0&.~|N-^~|~|0&)~|^~|-1~|0&(~|n-FC,p,,,,,,,,,,,,^~|-1~|0&)~|^~|-1~|0(~|n-SL,p,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|v-^~|-1~|0.~|V-^~|~|0)~|^~|-1~|0(~|j-^~|-1~|0Aready,Aable,Awilling~|A-^~|~|0)~|^~|-1~|0Move11![~|c-p,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0Copy1~|n-F,p,,,,,,,,,,,,^~|-1~|1CopyPhrase2~|N-^~|-1~|1CopyPhrase3~|^~|-1~|1Copy4~|n-FC,p,,,,,,,,,,,,^~|-1~|1CopyPhrase5~|^~|-1~|1Copy6~|n-SL,p,,,,,,,,,,,,^~|-1~|1CopyPhrase7~|^~|-1~|1(~|v-^~|-1~|0.~|V-^9|Time,~|~|0)~|^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
50,105,Illocutionary Force,  Footnotes,1,  -*-,-*-,{~|c-0----~|&footnote~!~~|-4}~|-*-,"{~|c-,,,,,,,,,,,,,G,,,,,,,,,,,,,,,,,,^~|-1~|00----~|footnote~!~^~|Delete~|0}~|^~|-1~|0-*-",,,-1,,-*-,,0,0,0,100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
126,2,Case Frames E-F,  Case Frame for 'enter',1,  Infected Eye 1:18  Germs will enter into your eye.-*-,"22,52-*-","{~|c-(~|v-Aenter~|V-)~|(~|n-,N,,,,,,,,,,,,Ainto~|P-)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Aenter~|V-^~|~|0)~|^~|-1~|0(~|n-,P,,,,,,,,,,,,^~|-1~|0Ainto~|P-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Aenter,",,2,,,,0,0,0,0000000000000000000000000,,0000000000000000000000000
