ID,SyntacticCategory,GroupName,RulesName,Status,Comment,CommentFonts,InputStructures,OutputStructures,TriggerWord,NameFonts,SourceLanguage,References,SSDS,UserDefinedInsertions,IgnorePhrasalEmbedding,IgnoreClausalEmbedding,IncludePreviousVerse,ContinueExecution,GrammarTopics
892,1,Initializing a Switch Reference System,  Two patient clauses with same subjects get SS marker,1,  Ruth 4:10  You witnessed me buying the land and marrying Ruth.-*-,-*-,"{~|c-[~|c-f,,,,,,,,,,,,,,,,,,,,,,,(~|n-,,,,,,,,,,,,Ssa,.~|N-)~|(~|v-.~|V-,,,,,,,,,,,,,,,,,,,)~|]~|[~|c-l,,,,,,,,,,,,,,,,,,,,,,,(~|n-,,,,,,,,,,,,Ssa,.~|N-)~|]~|}~|-*-","{~|c-^~|-1~|0[~|c-f,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|n-,,,,,,,,,,,,Ssa,^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0.~|V-,,,,,,,,,,,,,,G,C,,,,^~|~|0)~|^~|-1~|0]~|^~|-1~|0[~|c-l,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0(~|n-,,,,,,,,,,,,Ssa,^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0]~|^~|-1~|0}~|^~|-1~|0-*-",,,-1,,11-*-,,No,No,0,0000000000000000000000000,25|13
893,1,Combining Simple Clauses,"  If two independent simple sentences joined with 'and' or 'but' have the same subject NP, merge them into one sentence",1,"  Ex. 2:2  This woman conceived and gave birth to a son.  Don't join a nonevent with an event.  Ex. 1:15  *These nurses were Shiprah and Puah and helped ...  Don't include sentences that have indirect objects with relative clauses. Luke 8:18  God will give more things to people that have many things and ...  Rule doesn't apply if second subject NP has all.  Ex. 3:12  You will ... and all of you will ... Rule doesn't apply if the second sentence has a fronted temporal oblique.  Esther 9:19  That day they celebrate ... and that day they give gifts  Merge the sentences only if the second sentence has a Simple Subject NP.  Matt. 9:1 Jesus boarded the boat and he and his disciples returned to town.  The first verb's Polarity must be affirmative.  Matt. 23:13  You will not enter heaven and you also prevent other people from entering heaven.  Don't apply this rule if the second clause has an addressee.  Nahum 1:12  I will destroy Assyria.  My people, I punished you once.  -*-  Join two stative clauses.   -*-  Join two imperatives. Ex. 2:20  Go and invite that man ...-*-","108,156,244,308,355,357,371,406,496,551,638,702,766,846,923,978-*--*-35,60-*-","{~|c-I,D,,,,,,,,,,,,,,,,,,,,A,,(~|n-SF,,,,,,,,,,,,S,.~|N-,,,,,,,,,,,,,,,,,,,)~|(~|v-.~|V-,,,,AE,,,,,,,,,,,,,)~|*[~|c-CEAPQ,,,,,,,,,,,,,,,,,,,,,,,*]~|&(~|n-,,,,,,,,,,,,OI,*[~|c-TtRrc,,,,,,,,,,,,,,,,,,,,,,,*]~|&)~|}~|{~|c-I,D,,,,,,,,,,,,,,,,,,,,A,,Aand,Abut~|C-*[~|c-CEA,,,,,,,,,,,,,,,,,,,,,,,*]~|*(~|n-,,,,,,,,,,,,t,*)~|*(~|n-,D,,,,,,,,,,,,*)~|&(~|d-*.~|a-,,,,,B,,,&)~|(~|n-S,,,,,,,,,,,,S,.~|N-)~|}~|-*-{~|c-I,D,,,,,,,,,,,,,,,,,,,,!A,,(~|n-SF,,,,,,,,,,,,S,.~|N-,,,,,,,,,,,,,,,,,,,)~|(~|v-.~|V-,,,,AE,,,,,,,,,,,,,)~|*[~|c-CEAPQ,,,,,,,,,,,,,,,,,,,,,,,*]~|&(~|n-,,,,,,,,,,,,OI,*[~|c-TtRrc,,,,,,,,,,,,,,,,,,,,,,,*]~|&)~|}~|{~|c-I,D,,,,,,,,,,,,,,,,,,,,!A,,Aand,Abut~|C-*[~|c-CEA,,,,,,,,,,,,,,,,,,,,,,,*]~|*(~|n-,,,,,,,,,,,,t,*)~|*(~|n-,D,,,,,,,,,,,,*)~|&(~|d-*.~|a-,,,,,B,,,&)~|(~|n-S,,,,,,,,,,,,S,.~|N-)~|}~|-*-{~|c-I,I,,,,,,,,,,,,,,,,,,,,A,,(~|n-SF,,,,,,,,,,,,S,.~|N-,,,,,,,,,,,,,,,,,,,)~|(~|v-.~|V-,,,,AE,,,,,,,,,,,,,)~|*[~|c-CEAPQ,,,,,,,,,,,,,,,,,,,,,,,*]~|&(~|n-,,,,,,,,,,,,OI,*[~|c-TtRrc,,,,,,,,,,,,,,,,,,,,,,,*]~|&)~|}~|{~|c-I,I,,,,,,,,,,,,,,,,,,,,A,,Aand,Abut~|C-*[~|c-CEA,,,,,,,,,,,,,,,,,,,,,,,*]~|*(~|n-,,,,,,,,,,,,t,*)~|*(~|n-,D,,,,,,,,,,,,*)~|&(~|d-*.~|a-,,,,,B,,,&)~|(~|n-S,,,,,,,,,,,,S,.~|N-)~|}~|-*-","{~|c-I,D,,,,,,,,,,,,,,,,,,,,A,,^~|-1~|0(~|n-SF,,,,,,,,,,,,S,^~|-1~|0.~|N-,,,,,,,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0.~|V-,,,,AE,,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0*[~|c-CEAPQ,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0*]~|^~|-1~|0&(~|n-,,,,,,,,,,,,OI,^~|-1~|0*[~|c-TtRrc,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0*]~|^~|-1~|0&)~|^~|-1~|0}~|^~|-1~|0Move0!{~|c-C,D,,,,,,,,,,,,,,,,,,,,A,,^~|-1~|0Aand,Abut~|C-^~|~|0*[~|c-CEA,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0*]~|^~|-1~|0*(~|n-,,,,,,,,,,,,t,^~|-1~|0*)~|^~|-1~|0*(~|n-,D,,,,,,,,,,,,^~|-1~|0*)~|^~|-1~|0&(~|d-^~|-1~|0*.~|a-,,,,,B,,,^~|-1~|0&)~|^~|-1~|0(~|n-S,,,,,,,,,,,,S,^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-I,D,,,,,,,,,,,,,,,,,,,,!A,,^~|-1~|0(~|n-SF,,,,,,,,,,,,S,^~|-1~|0.~|N-,,,,,,,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0.~|V-,,,,AE,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0*[~|c-CEAPQ,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0*]~|^~|-1~|0&(~|n-,,,,,,,,,,,,OI,^~|-1~|0*[~|c-TtRrc,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0*]~|^~|-1~|0&)~|^~|-1~|0}~|^~|-1~|0Move0!{~|c-C,D,,,,,,,,,,,,,,,,,,,,!A,,^~|-1~|0Aand,Abut~|C-^~|~|0*[~|c-CEA,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0*]~|^~|-1~|0*(~|n-,,,,,,,,,,,,t,^~|-1~|0*)~|^~|-1~|0*(~|n-,D,,,,,,,,,,,,^~|-1~|0*)~|^~|-1~|0&(~|d-^~|-1~|0*.~|a-,,,,,B,,,^~|~|0&)~|^~|-1~|0(~|n-S,,,,,,,,,,,,S,^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-I,I,,,,,,,,,,,,,,,,,,,,A,,^~|-1~|0(~|n-SF,,,,,,,,,,,,S,^~|-1~|0.~|N-,,,,,,,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0.~|V-,,,,AE,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0*[~|c-CEAPQ,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0*]~|^~|-1~|0&(~|n-,,,,,,,,,,,,OI,^~|-1~|0*[~|c-TtRrc,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0*]~|^~|-1~|0&)~|^~|-1~|0}~|^~|-1~|0Move0!{~|c-C,I,,,,,,,,,,,,,,,,,,,,A,,^~|-1~|0Aand,Abut~|C-^~|~|0*[~|c-CEA,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0*]~|^~|-1~|0*(~|n-,,,,,,,,,,,,t,^~|-1~|0*)~|^~|-1~|0*(~|n-,D,,,,,,,,,,,,^~|-1~|0*)~|^~|-1~|0&(~|d-^~|-1~|0*.~|a-,,,,,B,,,^~|~|0&)~|^~|-1~|0(~|n-S,,,,,,,,,,,,S,^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,11-*-11-*-11-*-,,No,No,0,0000000000000000000000000,
894,1,Combining Simple Clauses,"  If two independent simple sentences not joined by a conjunction have the same subject NP, merge them into one sentence",1,"  This rule is identical to the previous rule, except that rule only operates if the second sentence begins with and or but.  This rule applies when there isn't a conjunction, and then inserts and.-*-  -*-  -*-","114,116,121,123,194,196-*--*--*-","{~|c-I,D,,,,,,,,,,,,,,,,,,,,A,,(~|n-S,,,,,,,,,,,,S,.~|N-,D,,,,,,,,,,,,,,,,,,)~|(~|v-.~|V-Y,,,,AE,,,,,,,,,,,,,)~|*[~|c-CEAPQ,,,,,,,,,,,,,,,,,,,,,,,*]~|&(~|n-,,,,,,,,,,,,OI,*[~|c-TtRrc,,,,,,,,,,,,,,,,,,,,,,,*]~|&)~|}~|{~|c-I,D,,,,,,,,,,,,,,,,,,,,A,,*.~|C-*[~|c-CEA,,,,,,,,,,,,,,,,,,,,,,,*]~|*(~|n-,,,,,,,,,,,,t,*)~|*(~|n-,D,,,,,,,,,,,,*)~|(~|n-S,,,,,,,,,,,,S,&(~|j-^Aall~|A-&)~|.~|N-)~|(~|v-.~|V-Y,,,,,,,,,,,,,,,,,)~|}~|-*-{~|c-I,D,,,,,,,,,,,,,,,,,,,,A,,(~|n-S,,,,,,,,,,,,S,.~|N-,D,,,,,,,,,,,,,,,,,,)~|(~|v-.~|V-P,,,,AE,,,,,,,,,,,,,)~|*[~|c-CEAPQ,,,,,,,,,,,,,,,,,,,,,,,*]~|&(~|n-,,,,,,,,,,,,OI,*[~|c-TtRrc,,,,,,,,,,,,,,,,,,,,,,,*]~|&)~|}~|{~|c-I,D,,,,,,,,,,,,,,,,,,,,A,,*.~|C-*[~|c-CEA,,,,,,,,,,,,,,,,,,,,,,,*]~|*(~|n-,,,,,,,,,,,,t,*)~|*(~|n-,D,,,,,,,,,,,,*)~|(~|n-S,,,,,,,,,,,,S,&(~|j-^Aall~|A-&)~|.~|N-)~|(~|v-.~|V-P,,,,,,,,,,,,,,,,,)~|}~|-*-{~|c-I,D,,,,,,,,,,,,,,,,,,,,A,,(~|n-S,,,,,,,,,,,,S,.~|N-,D,,,,,,,,,,,,,,,,,,)~|(~|v-.~|V-Z,,,,AE,,,,,,,,,,,,,)~|*[~|c-CEAPQ,,,,,,,,,,,,,,,,,,,,,,,*]~|&(~|n-,,,,,,,,,,,,OI,*[~|c-TtRrc,,,,,,,,,,,,,,,,,,,,,,,*]~|&)~|}~|{~|c-I,D,,,,,,,,,,,,,,,,,,,,A,,*.~|C-*[~|c-CEA,,,,,,,,,,,,,,,,,,,,,,,*]~|*(~|n-,,,,,,,,,,,,t,*)~|*(~|n-,D,,,,,,,,,,,,*)~|(~|n-S,,,,,,,,,,,,S,&(~|j-^Aall~|A-&)~|.~|N-)~|(~|v-.~|V-Z,,,,,,,,,,,,,,,,,)~|}~|-*-","{~|c-I,D,,,,,,,,,,,,,,,,,,,,A,,^~|-1~|0(~|n-S,,,,,,,,,,,,S,^~|-1~|0.~|N-,D,,,,,,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0.~|V-Y,,,,AE,,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0*[~|c-CEAPQ,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0*]~|^~|-1~|0&(~|n-,,,,,,,,,,,,OI,^~|-1~|0*[~|c-TtRrc,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0*]~|^~|-1~|0&)~|^~|-1~|0}~|^~|-1~|0Move0!{~|c-C,D,,,,,,,,,,,,,,,,,,,,A,,^~|-1~|0*.~|C-^~|-1~|0*[~|c-CEA,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0*]~|^~|-1~|0*(~|n-,,,,,,,,,,,,t,^~|-1~|0*)~|^~|-1~|0*(~|n-,D,,,,,,,,,,,,^~|-1~|0*)~|^~|-1~|0Aand~|C-^~|Insert~|1(~|n-S,,,,,,,,,,,,S,^~|-1~|0&(~|j-^~|-1~|0^Aall~|A-^~|~|0&)~|^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0.~|V-Y,,,,,,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-I,D,,,,,,,,,,,,,,,,,,,,A,,^~|-1~|0(~|n-S,,,,,,,,,,,,S,^~|-1~|0.~|N-,D,,,,,,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0.~|V-P,,,,AE,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0*[~|c-CEAPQ,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0*]~|^~|-1~|0&(~|n-,,,,,,,,,,,,OI,^~|-1~|0*[~|c-TtRrc,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0*]~|^~|-1~|0&)~|^~|-1~|0}~|^~|-1~|0Move0!{~|c-C,D,,,,,,,,,,,,,,,,,,,,A,,^~|-1~|0Aand~|C-^~|Insert~|1*.~|C-^~|~|0*[~|c-CEA,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0*]~|^~|-1~|0*(~|n-,,,,,,,,,,,,t,^~|-1~|0*)~|^~|-1~|0*(~|n-,D,,,,,,,,,,,,^~|-1~|0*)~|^~|-1~|0(~|n-S,,,,,,,,,,,,S,^~|-1~|0&(~|j-^~|-1~|0^Aall~|A-^~|~|0&)~|^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0.~|V-P,,,,,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-I,D,,,,,,,,,,,,,,,,,,,,A,,^~|-1~|0(~|n-S,,,,,,,,,,,,S,^~|-1~|0.~|N-,D,,,,,,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0.~|V-Z,,,,AE,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0*[~|c-CEAPQ,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0*]~|^~|-1~|0&(~|n-,,,,,,,,,,,,OI,^~|-1~|0*[~|c-TtRrc,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0*]~|^~|-1~|0&)~|^~|-1~|0}~|^~|-1~|0Move0!{~|c-C,D,,,,,,,,,,,,,,,,,,,,A,,^~|-1~|0Aand~|C-^~|Insert~|1*.~|C-^~|~|0*[~|c-CEA,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0*]~|^~|-1~|0*(~|n-,,,,,,,,,,,,t,^~|-1~|0*)~|^~|-1~|0*(~|n-,D,,,,,,,,,,,,^~|-1~|0*)~|^~|-1~|0(~|n-S,,,,,,,,,,,,S,^~|-1~|0&(~|j-^~|-1~|0^Aall~|A-^~|~|0&)~|^~|-1~|0.~|N-^~|~|0)~|^~|-1~|0(~|v-^~|-1~|0.~|V-Z,,,,,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,11-*-11-*-11-*-,,No,No,0,0000000000000000000000000,
897,2,Predicative Adjective Constructions,  Convert particular adjectives in predicative constructions to verbs,1,"  Instructions:  To convert a construction such as 'John is tall' to 'John talls', click on the Add Word button.  Then click on the adjective in the input structure.  Select the adjective that you want to change, in this case it would be 'tall'.  Then, if this is the first time you're using this rule, click on the New Translation button, and then click on the verb in the output structure.  Select the target verb that you want inserted into the text.  The rule is now ready to be used so you may save it by clicking the OK button.  Later, when you want to change another adjective to a verb, add that adjective to the input structure as was described above.  Then, while the Add Word button is still depressed, click on the verb in the output structure.  You'll see a table and the last row will be empty.  Click on the first cell in the last row and select the adjective that you just added to the input structure.  Then click on the next cell in the last row and select the target verb that you want inserted into the text.  The rule will then be ready to be used.  In the table you may specify as many adjective and verb combinations as are relevant for your language.  Note: Since this rule deletes the adjective, if the adjective's Degree was anything other than Not Applicable, that feature will be lost.  Therefore you need to handle the various possible values of Degree in the subsequent structures.  Those structures will be executed before this first structure.-*-  In the output structure, make whatever changes are necessary to indicate that the adjective's Degree is 'too, overly'.-*-  In the output structure, make whatever changes are necessary to indicate that the adjective's Degree is Extremely Intensified.-*-  In the output structure, make whatever changes are necessary to indicate that the adjective's Degree is Intensified.-*-",-*--*--*--*-,"{~|c-(~|v-Dbe~|V-)~|(~|j-,P,,,,,.~|A-)~|}~|-*-{~|c-(~|v-Dbe~|V-)~|(~|j-,P,,,,,.~|A-T,,,,,,)~|}~|-*-{~|c-(~|v-Dbe~|V-)~|(~|j-,P,,,,,.~|A-E,,,,,,)~|}~|-*-{~|c-(~|v-Dbe~|V-)~|(~|j-,P,,,,,.~|A-I,,,,,,)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0Dbe~|V-^~|~|0)~|^~|-1~|0(~|j-,P,,,,,^~|Delete~|0.~|A-^~|Delete~|0)~|^~|Delete~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Dbe~|V-^~|~|0)~|^~|-1~|0(~|j-,P,,,,,^~|-1~|0.~|A-T,,,,,,^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Dbe~|V-^~|~|0)~|^~|-1~|0(~|j-,P,,,,,^~|-1~|0.~|A-E,,,,,,^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0Dbe~|V-^~|~|0)~|^~|-1~|0(~|j-,P,,,,,^~|-1~|0.~|A-I,,,,,,^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Dbe,",,2,,,,No,No,0,0011000000000000000000000,
920,5,Common Transfer Rules,  Convert Comitative NPs to Conjoined Agent NPs,1,  Noun Phrases 1:9 John walked with Mary.  ->  John and Mary walked.-*-  -*-,-*--*-,"{~|c-(~|n-S,A,,,,,,,,,,,,)~|(~|n-Awith~|P-)~|}~|-*-{~|c-(~|n-F,A,,,,,,,,,,,,)~|(~|n-L,A,,,,,,,,,,,,Aand~|C-)~|(~|n-Awith~|P-)~|}~|-*-","{~|c-^~|-1~|0(~|n-F,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|n-L,A,,,,,,,,,,,,^~|-1~|0Aand~|C-^~|Insert~|1Awith~|P-^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|n-F,A,,,,,,,,,,,,^~|-1~|0)~|^~|-1~|0(~|n-C,A,,,,,,,,,,,,^~|-1~|0Move6!Aand~|C-^~|~|0)~|^~|-1~|0(~|n-L,A,,,,,,,,,,,,^~|-1~|0Awith~|P-^~|Delete~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Awith,",,2,,-*--*-,,No,No,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
921,5,Common Transfer Rules,  Convert Counterfactuals to Reasons,1,"  Clauses 1:83  If you had read the book, you would have passed the test. -> Because you didn't read the book, you didn't pass the test.  -*-  If you hadn't eaten the candy, you wouldn't be sick. -> Because you ate the candy, you're sick.  -*-  If you had eaten your lunch, you wouldn't be hungry. -> Because you didn't eat your lunch, you're hungry.  -*-  If you hadn't eaten your lunch, you'd be hungry. -> Because you ate your lunch, you're not hungry.-*-","3,59,64,124-*-3,55,59,99-*-3,55,59,109-*-3,50,55,100-*-","{~|c-[~|c-E,,,,,,,,,,,,,,,,,,,,,,,Cif~|P-(~|v-.~|V-,,,,A,,,,,,,,,,,,,)~|]~|(~|v-.~|V-,,,,A,,,,,,,,,,,,,)~|}~|-*-{~|c-[~|c-E,,,,,,,,,,,,,,,,,,,,,,,Cif~|P-(~|v-.~|V-,,,,N,,,,,,,,,,,,,)~|]~|(~|v-.~|V-,,,,N,,,,,,,,,,,,,)~|}~|-*-{~|c-[~|c-E,,,,,,,,,,,,,,,,,,,,,,,Cif~|P-(~|v-.~|V-,,,,A,,,,,,,,,,,,,)~|]~|(~|v-.~|V-,,,,N,,,,,,,,,,,,,)~|}~|-*-{~|c-[~|c-E,,,,,,,,,,,,,,,,,,,,,,,Cif~|P-(~|v-.~|V-,,,,N,,,,,,,,,,,,,)~|]~|(~|v-.~|V-,,,,A,,,,,,,,,,,,,)~|}~|-*-","{~|c-^~|-1~|0[~|c-E,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0Abecause~|P-^~|Insert~|1Cif~|P-^~|Delete~|0(~|v-^~|-1~|0.~|V-,,,,N,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0]~|^~|-1~|0(~|v-^~|-1~|0.~|V-,,,,N,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0[~|c-E,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0Abecause~|P-^~|Insert~|1Cif~|P-^~|Delete~|0(~|v-^~|-1~|0.~|V-,,,,A,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0]~|^~|-1~|0(~|v-^~|-1~|0.~|V-,,,,A,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0[~|c-E,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0Cif~|P-^~|Delete~|0Abecause~|P-^~|Insert~|1(~|v-^~|-1~|0.~|V-,,,,N,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0]~|^~|-1~|0(~|v-^~|-1~|0.~|V-,,,,A,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0[~|c-E,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0Abecause~|P-^~|Insert~|1Cif~|P-^~|Delete~|0(~|v-^~|-1~|0.~|V-,,,,A,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0]~|^~|-1~|0(~|v-^~|-1~|0.~|V-,,,,N,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Cif,",,2,,,,No,No,0,0000000000000000000000000,
922,5,Common Transfer Rules,"  Convert 'until' adverbials to 'when' adverbials, set matrix verb to Cessative Aspect",1,"  Clauses 1:71  John read this book until Mary started reading that book.  ->  When Mary started reading that book, John stopped reading this book.-*-",-*-,{~|c-[~|c-Auntil~|P-]~|(~|v-.~|V-)~|}~|-*-,"{~|c-^~|-1~|0[~|c-^~|-1~|0Auntil~|P-^~|Delete~|0Awhen~|P-^~|Insert~|1]~|^~|-1~|0(~|v-^~|-1~|0.~|V-,c,,,,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-","Auntil,",,2,,,,No,No,0,0000000000000000000000000,
923,2,Common Transfer Rules,  Convert Indirect Quotes to Direct Quotes,1,  ,,"{~|c-(~|v-.~|V-)~|[~|c-P,,,,,,,,,,,,,,,,,,,,,,,]~|}~|","{~|c-^~|-1~|0(~|v-^~|-1~|0.~|V-^~|~|0)~|^~|-1~|0[~|c-P,,,,,,,,,,,,,,,,,,,,,,,^~|-1~|0A-QuoteBegin~|r-^~|Insert~|1A-QuoteEnd~|r-^~|Insert~|1]~|^~|-1~|0}~|^~|-1~|0",,,2,,,,No,No,0,0000000000000000000000000,
924,5,Common Transfer Rules,  Convert modifying NPs to modifying Propositions,1,  Noun Phrases 1:21  The man in that house read a book.  -> The man that was in that house read a book.-*-,-*-,{~|c-(~|n-.~|N-(~|n-.~|P-)~|)~|(~|v-.~|V-)~|}~|-*-,"{~|c-^~|-1~|0(~|n-^~|-1~|0.~|N-^~|~|0[~|c-T,D,p,0,0,N,N,N,N,N,N,,,,,,,,,,,,,^~|-1~|1(~|n-R,p,N,,,,,,,,,,,^~|-1~|1Copy2~|N-^~|-1~|1)~|^~|-1~|1(~|v-S,^~|-1~|1Fbe~|V-P,U,I,N,A,N,^8|Tense,~|Insert~|1)~|^~|-1~|1(~|n-,S,,,,,,,,,,,,^~|-1~|0.~|P-^~|~|0)~|^~|-1~|0]~|^~|-1~|1)~|^~|-1~|0(~|v-^~|-1~|0.~|V-^~|-1~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,2,,,,No,No,0,0000000000000000000000000,
925,2,Common Transfer Rules,  Place quotation frames at end of quotation,1,  -*-,-*-,{~|c-(~|v-.~|V-)~|}~|-*-,{~|c-^~|-1~|0(~|v-^~|-1~|0.~|V-^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-,,,-1,,,,No,No,0,0000000000000000000000000,
927,2,Common Transfer Rules,  Change Negative Moods to Affirmative Moods with Negative Polarity,1,  Verbs 1:14 Change Unlikely Potential to Probable Potential with Negative Polarity.  Verbs 1:15 Change Impossible Potential to Definite Potential with Negative Polarity.  Verbs 1:18 Change 'should not' Obligation to 'should' Obligation with Negative Polarity.  Verbs 1:19 Change Forbidden Obligation to 'must' Obligation with Negative Polarity.-*-  -*-  -*-  -*-  -*-,-*--*--*--*--*-,"{~|c-(~|v-.~|V-,,d,,,,,,,,,,,,,,,)~|}~|-*-{~|c-(~|v-.~|V-,,e,,,,,,,,,,,,,,,)~|}~|-*-{~|c-(~|v-.~|V-,,h,,,,,,,,,,,,,,,)~|}~|-*-{~|c-(~|v-.~|V-,,i,,,,,,,,,,,,,,,)~|}~|-*-{~|c-(~|v-.~|V-,,j,,,,,,,,,,,,,,,,,,)~|}~|-*-","{~|c-^~|-1~|0(~|v-^~|-1~|0.~|V-,,b,,N,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0.~|V-,,a,,N,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0.~|V-,,g,,N,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0.~|V-,,f,,N,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-{~|c-^~|-1~|0(~|v-^~|-1~|0.~|V-,,c,,N,,,,,,,,,,,,,,,,^~|~|0)~|^~|-1~|0}~|^~|-1~|0-*-",,,-1,,-*--*--*--*--*-,,No,No,0,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,
